Adress_agence,CodePostal_agence,Non_agence,Pays,Price,Tel_agence,Titre_annonce,Ville,m2_total,url
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,250,000",+39 02 8707 8300,Apartment,Trevignano Romano ,100,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141701/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,200,000",+39 02 8707 8300,Apartment,Turin ,230,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141245/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,490,000",+39 02 8707 8300,Apartment,Padenghe Sul Garda ,420,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141235/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 230,000",+39 02 8707 8300,Apartment,Vignale Monferrato ,140,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141621/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,950,000",+39 02 8707 8300,Apartment,Florence ,320,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141169/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,500,000",+39 02 8707 8300,Villa,Castiglion Fiorentino ,1032,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141781/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,480,000",+39 02 8707 8300,Villa,Turin ,510,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141793/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,800,000",+39 02 8707 8300,Apartment,Turin ,800,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141307/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,500,000",+39 02 8707 8300,Villa,Venaria Reale ,700,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141267/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,200,000",+39 02 8707 8300,Villa,Cavallirio ,400,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141635/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,500,000",+39 02 8707 8300,Villa,Pianello del Lario ,480,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141727/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 500,000",+39 02 8707 8300,Villa,Soiano ,137,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141237/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 6,000,000",+39 02 8707 8300,Villa,Olbia ,700,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141711/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,800,000",+39 02 8707 8300,Villa,Rivanazzano Terme ,390,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141525/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,500,000",+39 02 8707 8300,Villa,Milan ,270,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141105/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,700,000",+39 02 8707 8300,Apartment,Florence ,270,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141445/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,150,000",+39 02 8707 8300,Apartment,Porto Cervo ,200,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140831/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,650,000",+39 02 8707 8300,Villa,Olbia ,250,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140947/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,600,000",+39 02 8707 8300,Villa,Forte dei Marmi ,229,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141449/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,035,000",+39 02 8707 8300,Apartment,Turin ,200,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140949/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,300,000",+39 02 8707 8300,Villa,Campione d'Italia ,600,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140849/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,680,000",+39 02 8707 8300,Villa,Acqui Terme ,700,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141573/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 610,000",+39 02 8707 8300,Apartment,Toscolano-Maderno ,128,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141663/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 680,000",+39 02 8707 8300,Apartment,Gavorrano ,149,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141469/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,900,000",+39 02 8707 8300,Villa,Volterra ,2061,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140973/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 6,000,000",+39 02 8707 8300,Villa,Faggeto Lario ,800,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141005/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,500,000",+39 02 8707 8300,Villa,Castellar ,1200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141207/
 Rue Saint-Denis 132 ,, SOGESTIMMO,Morocco,,+32 2 349 51 11 - +32 473 333 444,Castle,Tangier ,,https://properties.lefigaro.com/announces/chateau-real+estate-properties+for+sale-morocco/17402111/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 10,000,000",+39 02 8707 8300,Villa,Gaiole in Chianti ,1929,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140775/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 7,300,000",+39 02 8707 8300,Villa,Bevagna ,3200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140783/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,400,000",+39 02 8707 8300,Villa,Villafranca d'Asti ,500,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141629/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,500,000",+39 02 8707 8300,Apartment,Asolo ,300,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141159/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,700,000",+39 02 8707 8300,Apartment,Turin ,359,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141769/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,900,000",+39 02 8707 8300,Villa,Montecarlo ,1000,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141509/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,300,000",+39 02 8707 8300,Villa,Olbia ,350,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140793/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 830,000",+39 02 8707 8300,Villa,Sanfrè ,713,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141847/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 530,000",+39 02 8707 8300,Apartment,Turin ,170,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140975/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 770,000",+39 02 8707 8300,Apartment,Milan ,128,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141075/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 7,000,000",+39 02 8707 8300,Villa,Gaiole in Chianti ,2170,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141599/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,800,000",+39 02 8707 8300,Villa,Orbetello ,792,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141305/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,000,000",+39 02 8707 8300,Apartment,Milan ,220,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141471/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,400,000",+39 02 8707 8300,Villa,Milan ,700,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141763/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,900,000",+39 02 8707 8300,Villa,Cortona ,600,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141595/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,300,000",+39 02 8707 8300,Villa,Luino ,1200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140955/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,700,000",+39 02 8707 8300,Apartment,Genoa ,600,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141133/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,000,000",+39 02 8707 8300,Villa,Piossasco ,1850,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141117/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 380,000",+39 02 8707 8300,Apartment,Chieri ,110,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141667/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,980,000",+39 02 8707 8300,Villa,Scansano ,700,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141297/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,200,000",+39 02 8707 8300,Villa,Acqui Terme ,727,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141043/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 7,000,000",+39 02 8707 8300,Villa,Verbania ,550,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140981/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,800,000",+39 02 8707 8300,Villa,Porto Cervo ,300,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140685/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,900,000",+39 02 8707 8300,Villa,Rocca Grimalda ,810,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141217/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,300,000",+39 02 8707 8300,Apartment,Lucca ,288,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141271/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,600,000",+39 02 8707 8300,Apartment,Portofino ,173,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141021/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,500,000",+39 02 8707 8300,Villa,Castiglione della Pescaia ,510,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141019/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,800,000",+39 02 8707 8300,Villa,Novi Ligure ,1000,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141223/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,950,000",+39 02 8707 8300,Villa,Padenghe Sul Garda ,215,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141397/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,500,000",+39 02 8707 8300,Villa,Greve in Chianti ,400,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141507/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 440,000",+39 02 8707 8300,Villa,Manciano ,110,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141833/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,700,000",+39 02 8707 8300,Apartment,Florence ,250,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140683/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 980,000",+39 02 8707 8300,Apartment,Pinzolo ,98,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17451795/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,400,000",+39 02 8707 8300,Villa,Olbia ,220,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140787/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,700,000",+39 02 8707 8300,Villa,Capannori ,570,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141391/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,500,000",+39 02 8707 8300,Villa,San Damiano d'Asti ,1800,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17140805/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,600,000",+39 02 8707 8300,Villa,Domaso ,600,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141373/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 530,000",+39 02 8707 8300,Apartment,Cassina Rizzardi ,120,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141011/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 3,850,000",+39 02 8707 8300,Apartment,Turin ,850,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140967/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,600,000",+39 02 8707 8300,Villa,Olbia ,238,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141695/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,500,000",+39 02 8707 8300,Villa,Menaggio ,800,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141025/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,950,000",+39 02 8707 8300,Apartment,Milan ,315,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141175/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,250,000",+39 02 8707 8300,Villa,Cassano Magnago ,620,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141201/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,000,000",+39 02 8707 8300,Villa,Ventimiglia ,392,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141679/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 890,000",+39 02 8707 8300,Apartment,Milan ,85,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140893/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,450,000",+39 02 8707 8300,Villa,Pianezza ,1200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141607/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 5,200,000",+39 02 8707 8300,Villa,Lerici ,330,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141131/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,250,000",+39 02 8707 8300,Apartment,Porto Cervo ,153,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141545/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 730,000",+39 02 8707 8300,Villa,Bagni di Lucca ,1200,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141139/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,500,000",+39 02 8707 8300,Villa,Allerona ,605,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141553/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 4,150,000",+39 02 8707 8300,Villa,Salò ,680,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141637/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,900,000",+39 02 8707 8300,Villa,Castelletto sopra Ticino ,440,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141765/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 7,500,000",+39 02 8707 8300,Villa,Forte dei Marmi ,400,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141109/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 990,000",+39 02 8707 8300,Apartment,Toscolano-Maderno ,130,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17140733/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 1,050,000",+39 02 8707 8300,Villa,Fosciandora ,500,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141295/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 6,500,000",+39 02 8707 8300,Villa,Siena ,510,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141293/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 950,000",+39 02 8707 8300,Apartment,Milan ,110,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141129/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 750,000",+39 02 8707 8300,Villa,Pescia ,279,https://properties.lefigaro.com/announces/villa-real+estate-properties+for+sale-italy/17141655/
 Via Manzoni 45Milano ,, ITALY SOTHEBY’S INTERNATIONAL REALTY,Italy,"€ 2,850,000",+39 02 8707 8300,Apartment,Milan ,270,https://properties.lefigaro.com/announces/apartment-real+estate-properties+for+sale-italy/17141195/
